s_1011[c],hisp
s_1012[c],hcys__L
s_1014[c],hom__L
s_1015[e],hom__L
s_1016[c],ile__L
s_1017[e],ile__L
s_1018[m],ile__L
s_1019[v],ile__L
s_1020[c],Lkynr
s_1021[c],leu__L
s_1022[e],leu__L
s_1023[m],leu__L
s_1024[v],leu__L
s_1025[c],lys__L
s_1026[e],lys__L
s_1027[m],lys__L
s_1028[v],lys__L
s_1029[c],met__L
s_1030[e],met__L
s_1031[m],met__L
s_1032[c],phe__L
s_1033[e],phe__L
s_1034[m],phe__L
s_1035[c],pro__L
s_1036[e],pro__L
s_1037[m],pro__L
s_1038[c],saccrp__L
s_1039[c],ser__L
s_1040[er],ser__L
s_1041[e],ser__L
s_1042[m],ser__L
s_1043[c],srb__L
s_1044[e],srb__L
s_1045[c],thr__L
s_1046[e],thr__L
s_1047[m],thr__L
s_1048[c],trp__L
s_1049[e],trp__L
s_1050[m],trp__L
s_1051[c],tyr__L
s_1052[e],tyr__L
s_1053[m],tyr__L
s_1054[p],tyr__L
s_1055[v],tyr__L
s_1056[c],val__L
s_1057[e],val__L
s_1058[m],val__L
s_1059[c],lanost
s_1061[e],lanost
s_1065[c],ddca
s_1067[e],ddca
s_1070[p],ddca
s_1073[c],ddcacoa
s_1076[p],ddcacoa
s_1077[c],leutrna
s_1078[m],leutrna
s_1079[c],leuktrA4
s_1080[n],leuktrA4
s_1081[c],leuktrB4
s_1082[n],leuktrB4
s_1085[er],lgnc
s_1097[m],lpam
s_1098[m],lpro
s_1099[c],lystrna
s_1100[m],lystrna
s_1101[c],malcoa
s_1104[m],malcoa
s_1105[c],malt
s_1106[e],malt
s_1107[c],mannan
s_1108[er],mannan
s_1109[er],man2mi1p__D
s_1110[m],man2mi1p__D
s_1111[er],manmi1p__D
s_1112[m],manmi1p__D
s_1148[c],mettrna
s_1149[m],mettrna
s_1150[c],ch4s
s_1151[c],mthgxl
s_1153[c],inost
s_1154[e],inost
s_1156[c],inospp1
s_1157[n],inospp1
s_1158[c],minohp
s_1159[n],minohp
s_1161[c],ttdca
s_1163[e],ttdca
s_1166[p],ttdca
s_1176[c],tdcoa
s_1179[p],tdcoa
s_1180[c],N1aspmd
s_1181[c],N1sprm
s_1182[m],acorn
s_1183[c],NPmehis
s_1184[c],chito2pdol
s_1187[c],pran
s_1188[c],4ppcys
s_1189[c],acgal1p
s_1190[c],acgam6p
s_1191[m],acg5p
s_1192[m],acglu
s_1193[c],aprut
s_1194[c],cbasp
s_1195[c],Lfmkynr
s_1196[c],Nfortyr
s_1198[c],nad
s_1199[er],nad
s_1200[m],nad
s_1201[n],nad
s_1202[p],nad
s_1203[c],nadh
s_1204[er],nadh
s_1205[m],nadh
s_1206[p],nadh
s_1207[c],nadp
s_1208[er],nadp
s_1210[m],nadp
s_1211[p],nadp
s_1212[c],nadph
s_1213[er],nadph
s_1214[m],nadph
s_1215[p],nadph
s_1216[c],ncam
s_1217[n],ncam
s_1218[c],rnam
s_1219[c],nac
s_1220[e],nac
s_1221[m],nac
s_1222[c],nicrnt
s_1223[m],nicrnt
s_1224[c],nmn
s_1225[e],nmn
s_1227[n],nmn
s_1228[p],nmn
s_1233[c],achms
s_1234[c],acser
s_1235[c],acrn
s_1236[m],acrn
s_1237[p],acrn
s_1238[c],phom
s_1239[c],ethamp
s_1240[er],ethamp
s_1241[c],suchms
s_1248[c],octa
s_1250[e],octa
s_1253[p],octa
s_1258[p],occoa
s_1259[lp],octdp
s_1260[c],ocdcea
s_1262[c],ocdce9coa
s_1265[p],ocdce9coa
s_1266[c],orn
s_1267[e],orn
s_1268[m],orn
s_1269[c],orot
s_1270[c],orot5p
s_1271[c],oaa
s_1272[e],oaa
s_1273[m],oaa
s_1274[p],oaa
s_1275[c],o2
s_1276[er],o2
s_1277[e],o2
s_1278[m],o2
s_1279[p],o2
s_1282[c],ap4a
s_1283[c],gp4g
s_1284[c],ap4g
s_1286[c],hdca
s_1288[e],hdca
s_1291[p],hdca
s_1293[c],hdcea
s_1295[e],hdcea
s_1298[p],hdcea
s_1302[c],pmtcoa
s_1303[er],pmtcoa
s_1305[p],pmtcoa
s_1307[c],pan4p
s_1308[m],pan4p
s_1309[e],pectin
s_1311[c],pendp
s_1312[lp],pendp
s_1313[m],pendp
s_1314[c],phetrna
s_1315[m],phetrna
s_1316[c],pheac
s_1317[e],pheac
s_1318[c],pacald
s_1319[e],pacald
s_1320[m],pacald
s_1321[c],pac
s_1322[c],pi
s_1323[er],pi
s_1324[e],pi
s_1325[g],pi
s_1326[m],pi
s_1329[v],pi
s_1337[c],ps_cho
s_1346[c],pchol_cho
s_1351[c],pe_hs
s_1352[er],pe_hs
s_1360[c],pep
s_1361[m],pep
s_1364[c],5aizc
s_1365[c],fprica
s_1366[er],psphings
s_1367[er],psph1p
s_1368[c],pmcoa
s_1372[c],ppbng
s_1373[c],k
s_1374[e],k
s_1375[c],dscl
s_1376[c],dmpp
s_1377[c],pphn
s_1378[c],hmbil
s_1379[c],protrna
s_1382[m],ppcoa
s_1383[m],ppp9
s_1384[c],pppg9
s_1385[m],pppg9
s_1386[c],prpp
s_1387[m],prpp
s_1389[c],ptrc
s_1390[e],ptrc
s_1391[v],ptrc
s_1392[c],pydx
s_1393[c],pydx5p
s_1394[c],pydam
s_1395[c],pyam5p
s_1396[c],pydxn
s_1397[e],pydxn
s_1398[c],pdx5p
s_1399[c],pyr
s_1400[e],pyr
s_1401[m],pyr
s_1403[c],quln
s_1404[m],quln
s_1405[c],ribflv
s_1406[e],ribflv
s_1407[m],ribflv
s_1408[c],r5p
s_1409[m],alpam
s_1410[m],alpro
s_1411[m],sdhlam
s_1412[c],amob
s_1413[c],ahcys
s_1415[m],ahcys
s_1416[c],amet
s_1418[e],amet
s_1419[m],amet
s_1420[c],ametam
s_1421[c],Sfglutth
s_1422[c],5mdr1p
s_1423[c],5mdru1p
s_1424[c],mmet
s_1425[e],mmet
s_1426[c],s17bp
s_1427[c],s7p
s_1428[c],sertrna
s_1429[c],skm
s_1430[c],sheme
s_1431[c],scl
s_1432[ce],g3pc
s_1433[c],g3pc
s_1435[e],g3pc
s_1437[c],na1
s_1438[e],na1
s_1439[c],spmd
s_1440[e],spmd
s_1441[v],spmd
s_1442[c],sprm
s_1443[e],sprm
s_1444[v],sprm
s_1445[er],sphgn
s_1446[er],sph1p
s_1447[c],sql
s_1448[er],sql
s_1449[c],ocdca
s_1450[e],ocdca
s_1451[p],ocdca
s_1454[c],stcoa
s_1457[p],stcoa
s_1458[c],succ
s_1459[e],succ
s_1460[m],succ
s_1461[c],sucsal
s_1464[m],succoa
s_1466[e],sucr
s_1467[c],so4
s_1468[e],so4
s_1469[c],so3
s_1470[e],so3
s_1471[c],taur
s_1472[e],taur
s_1473[c],tchola
s_1474[v],tchola
s_1475[c],thmpp
s_1476[e],thmpp
s_1477[m],thmpp
s_1479[c],ttccoa
s_1480[er],ttccoa
